Response_ID,Employee_ID,Submission_Date,Department,Q1_Job_Satisfaction,Q2_Work_Life_Balance,Q3_Manager_Support,Q4_Growth_Opportunities,Q5_eNPS,Comments
239,EMP027,2024-12-21,Sales,3,3,4,3,6,"Support from marketing team is good."
240,EMP037,2024-12-21,Sales,4,4,5,4,8,"Closed big deal before Christmas!"
241,EMP005,2024-12-22,Finance,5,5,5,5,10,"Office atmosphere sangat festive."
242,EMP020,2024-12-22,Finance,4,3,4,4,7,"Clearing backlog work."
243,EMP044,2024-12-23,HR,3,3,3,3,6,"Process approval cuti lambat."
244,EMP015,2024-12-23,Finance,4,5,4,3,8,""
245,EMP001,2024-12-24,IT,3,2,3,3,5,"On-call masa Christmas eve, sedih."
246,EMP026,2024-12-24,Product,5,5,5,5,10,"Secret Santa event was fun!"
247,EMP039,2024-12-26,Customer Support,3,3,3,3,6,"Post-holiday blues."
248,EMP010,2024-12-26,Finance,2,1,2,1,3,"Penat tak habis lagi."
249,EMP041,2024-12-27,IT,5,4,5,4,9,"Learning lots of new coding skills."
250,EMP024,2024-12-27,HR,3,2,3,3,5,"Training budget needs to be increased."
251,EMP043,2024-12-28,Marketing,5,5,5,5,10,""
252,EMP018,2024-12-28,Customer Support,4,4,4,3,8,"Steady work flow."
253,EMP002,2024-12-29,Sales,5,5,5,5,10,"Hit annual target! Yahoo!"
254,EMP029,2024-12-29,HR,5,4,5,5,9,""
255,EMP031,2024-12-30,IT,4,3,4,3,7,"Documentation process is tedious."
256,EMP047,2024-12-30,Sales,4,4,4,4,8,"Ready for new year."
257,EMP006,2024-12-31,Product,5,5,5,5,10,"Happy New Year team!"
258,EMP033,2024-12-31,Marketing,3,3,3,3,6,"Hoping 2025 brings better luck."
259,EMP014,2025-01-02,HR,5,5,5,5,10,"New year, new energy."
260,EMP025,2025-01-02,Finance,4,4,5,4,9,"Back to office jam teruk."
261,EMP046,2025-01-03,Product,5,4,4,4,8,"Kick-off meeting was productive."
262,EMP007,2025-01-03,Customer Support,4,3,4,4,7,"System baru ni complicated sikit."
263,EMP038,2025-01-04,Marketing,5,5,4,5,9,"WFH policy masih ada, syukur."
264,EMP012,2025-01-04,Sales,3,2,3,2,5,"Customer budget tight awal tahun ni."
265,EMP050,2025-01-05,Finance,5,4,5,5,9,"Excited for the new fiscal year."
266,EMP022,2025-01-05,Sales,2,3,2,2,4,"KPI baru ni macam mustahil je nak capai."
267,EMP004,2025-01-06,HR,2,2,3,2,3,"Parking penuh memanjang, stress pagi-pagi."
268,EMP016,2025-01-06,Product,5,5,5,5,10,"Love the free breakfast initiative."
269,EMP035,2025-01-07,Finance,3,3,4,3,6,"Okay la."
270,EMP049,2025-01-07,HR,4,4,5,4,8,"Townhall session was very transparent."
271,EMP011,2025-01-08,IT,5,5,5,5,10,""
272,EMP028,2025-01-08,Customer Support,4,4,4,4,8,"Team support padu."
273,EMP003,2025-01-09,Marketing,3,3,3,2,5,"Creative block."
274,EMP042,2025-01-09,Sales,1,1,2,1,2,"Toxic competition among sales team."
275,EMP021,2025-01-10,IT,4,5,4,4,9,"Manager sangat supportive bila ada issue."
276,EMP015,2025-01-10,Finance,4,4,4,3,7,"Report banyak gila awal tahun."
277,EMP032,2025-01-11,Sales,3,3,3,3,6,"Slow month."
278,EMP005,2025-01-11,Finance,5,5,5,5,10,"Decor CNY dah naik, cantik!"
279,EMP040,2025-01-12,Finance,3,3,2,3,5,"Meeting lama sangat, kerja tak jalan."
280,EMP019,2025-01-12,HR,2,2,2,2,3,"Micro-managing boss is back."
281,EMP013,2025-01-13,Marketing,3,2,3,3,6,"Too much admin work, less marketing."
282,EMP027,2025-01-13,Sales,4,3,4,3,7,"Leads quality getting better."
283,EMP037,2025-01-14,Sales,5,4,5,5,9,"Dapat boss baru, best sikit."
284,EMP008,2025-01-14,Marketing,4,4,4,4,8,"Collaboration with sales team is improving."
285,EMP034,2025-01-15,HR,5,5,5,5,10,""
286,EMP045,2025-01-15,Finance,3,3,3,2,5,"Office chair ni sakit belakang la."
287,EMP001,2025-01-16,IT,4,3,4,4,7,"Project timeline too tight."
288,EMP030,2025-01-16,Finance,1,2,1,1,1,"I want to resign."
289,EMP023,2025-01-17,Marketing,5,5,5,5,10,"Everything is good."
290,EMP010,2025-01-17,Finance,2,2,2,2,4,"Overworked. Need assistant."
291,EMP044,2025-01-18,HR,4,4,4,4,8,"Hiring process is faster now."
292,EMP006,2025-01-18,Product,5,4,5,5,9,"Excited for Q1 launch."
293,EMP026,2025-01-19,Product,5,5,5,5,10,"Pantry selalu restock, best."
294,EMP017,2025-01-19,Sales,3,3,3,3,6,"Biasalah, awal tahun slow sikit."
295,EMP039,2025-01-20,Customer Support,3,2,3,3,5,"System selalu down time lunch hour."
296,EMP009,2025-01-20,HR,4,5,4,3,8,"Stable."
297,EMP020,2025-01-21,Finance,4,4,4,4,8,"CNY mood is on!"
298,EMP031,2025-01-21,IT,4,4,4,3,7,"User tak faham SOP, pening nak ajar."
299,EMP002,2025-01-22,Sales,5,5,5,5,10,"Boss belanja Lou Sang, Huat ah!"
300,EMP048,2025-01-22,Customer Support,2,3,2,3,4,"Career path tak jelas."
301,EMP024,2025-01-23,HR,3,3,3,3,5,"Boring."
302,EMP036,2025-01-23,Product,2,3,2,2,3,"Office politics kuat sangat."
303,EMP011,2025-01-24,IT,5,5,5,5,10,"Company bagi angpao, yay!"
304,EMP041,2025-01-24,IT,5,4,5,4,9,"Balik kampung awal, thanks boss approve cuti."
305,EMP033,2025-01-25,Marketing,4,4,4,4,8,"Pre-CNY rush is crazy but manageable."
306,EMP018,2025-01-25,Customer Support,4,4,5,2,7,"Shift schedule masa raya is fair."
307,EMP025,2025-01-26,Finance,5,4,5,5,9,""
308,EMP047,2025-01-26,Sales,4,4,4,4,8,"Good vibes."
309,EMP029,2025-01-27,HR,5,5,5,5,10,"Happy Holiday everyone!"
310,EMP012,2025-01-27,Sales,3,3,3,3,6,"Jammed teruk jalan nak balik kerja."
311,EMP007,2025-02-03,Customer Support,4,3,4,4,8,"Back to work, lemang still in tummy."
312,EMP014,2025-02-03,HR,5,5,5,5,10,"Fully recharged after long break."
313,EMP035,2025-02-04,Finance,3,3,3,3,6,"Email berlambak lepas cuti."
314,EMP022,2025-02-04,Sales,2,2,2,2,3,"Lost a client during holidays. Frust."
315,EMP046,2025-02-05,Product,5,5,5,5,10,"Product testing passed with flying colors."
316,EMP004,2025-02-05,HR,2,2,3,1,3,"Wifi office slow gila hari ni."
317,EMP038,2025-02-06,Marketing,5,5,4,5,9,"Campaign strategy for Q2 finalized."
318,EMP016,2025-02-06,Product,5,5,5,5,10,"Love the new coffee machine."
319,EMP021,2025-02-07,IT,4,4,4,4,8,"Routine check."
320,EMP010,2025-02-07,Finance,2,2,2,2,4,"Still struggling with workload."
321,EMP043,2025-02-08,Marketing,5,5,5,5,10,""
322,EMP028,2025-02-08,Customer Support,4,5,4,4,8,"Customer happy, I happy."
323,EMP001,2025-02-09,IT,4,3,4,4,7,"Need more headcount for IT team."
324,EMP032,2025-02-09,Sales,3,3,3,3,6,"Market slow sikit."
325,EMP049,2025-02-10,HR,4,4,4,3,7,"Wellness program starting soon."
326,EMP005,2025-02-10,Finance,5,4,5,5,9,"Audit preparation going smooth."
327,EMP013,2025-02-11,Marketing,3,2,3,2,5,"Rasa tepu buat benda sama."
328,EMP030,2025-02-11,Finance,1,1,1,1,1,"Toxic environment."
329,EMP027,2025-02-12,Sales,3,3,4,2,6,"Need better laptop to demo product."
330,EMP011,2025-02-12,IT,5,5,5,5,10,"Stable."
331,EMP040,2025-02-13,Finance,4,4,3,4,7,"Communication tool baru is effective."
332,EMP003,2025-02-13,Marketing,3,3,3,2,5,"Not enough creative freedom."
333,EMP019,2025-02-14,HR,2,2,3,2,3,"Surau kecil sangat, sempit."
334,EMP037,2025-02-14,Sales,5,5,5,5,10,"Sales mencanak naik bulan ni!"
335,EMP006,2025-02-15,Product,4,4,4,4,8,"Looking good."
336,EMP025,2025-02-15,Finance,4,5,5,4,9,""
337,EMP042,2025-02-16,Sales,2,2,2,2,3,"Stress targets."
338,EMP015,2025-02-16,Finance,4,4,4,3,8,"Okay."
339,EMP034,2025-02-17,HR,5,5,5,5,10,"Great culture."
340,EMP008,2025-02-17,Marketing,3,3,4,3,6,"Office terlalu sejuk hari ni."
341,EMP023,2025-02-18,Marketing,5,5,5,5,10,"Best place to work."
342,EMP045,2025-02-18,Finance,3,3,3,2,5,"Management changes confuse us."
343,EMP002,2025-02-19,Sales,5,5,5,5,10,"Energy level high!"
344,EMP026,2025-02-19,Product,5,5,5,5,10,"Team lunch best."
345,EMP012,2025-02-20,Sales,3,2,3,3,5,"Leads quality dropped."
346,EMP039,2025-02-20,Customer Support,3,3,3,3,6,"Standard day."
347,EMP044,2025-02-21,HR,4,4,4,4,8,"Employee engagement improving."
348,EMP031,2025-02-21,IT,4,3,4,3,7,"Banyak bug kena fix."
349,EMP017,2025-02-22,Sales,3,3,3,3,5,"Neutral."
350,EMP050,2025-02-22,Finance,5,4,5,5,9,"Closing month end soon, feeling confident."
351,EMP024,2025-02-23,HR,3,2,3,3,5,"Too much paperwork."
352,EMP009,2025-02-23,HR,4,4,4,3,8,"Good."
353,EMP036,2025-02-24,Product,2,3,2,2,4,"Disappointed with bonus."
354,EMP007,2025-02-24,Customer Support,4,3,5,4,8,"Training session was helpful."
355,EMP041,2025-02-25,IT,5,5,5,5,9,"Suka environment sini."
356,EMP020,2025-02-25,Finance,4,4,4,4,8,"Work life balance terjaga."
357,EMP048,2025-02-26,Customer Support,2,2,2,2,4,"Customers rude, management tak backup."
358,EMP014,2025-02-26,HR,5,5,5,5,10,""
359,EMP033,2025-02-27,Marketing,3,3,3,3,6,"Need upgrading for design software."
360,EMP005,2025-02-27,Finance,5,5,5,5,10,"Everything smooth."
361,EMP011,2025-02-28,IT,5,5,5,5,10,"Sistem mantap."
362,EMP022,2025-02-28,Sales,2,2,3,2,4,"Susah nak hit target."
363,EMP038,2025-03-01,Marketing,5,5,4,5,9,"Happy with my team."
364,EMP029,2025-03-01,HR,5,5,5,5,10,""
365,EMP046,2025-03-02,Product,5,5,5,5,10,"Innovation day was inspiring."
366,EMP010,2025-03-02,Finance,2,1,2,1,3,"Burnout is real."
367,EMP021,2025-03-03,IT,4,4,4,4,8,"Consistent."
368,EMP004,2025-03-03,HR,3,3,3,3,6,"Average."
369,EMP047,2025-03-04,Sales,4,4,4,4,8,"Pipeline looks healthy."
370,EMP013,2025-03-04,Marketing,3,2,3,2,5,"Boring."
371,EMP028,2025-03-05,Customer Support,5,5,5,5,10,"Love helping customers."
372,EMP035,2025-03-05,Finance,3,3,3,3,6,"Need more training."
373,EMP001,2025-03-06,IT,4,3,4,4,7,"Project delayed due to vendor."
374,EMP049,2025-03-06,HR,4,4,5,4,8,"Good teamwork."
375,EMP016,2025-03-07,Product,5,5,5,5,10,"Proud of the new feature."
376,EMP027,2025-03-07,Sales,3,3,3,2,5,"Price war with competitors tough."
377,EMP043,2025-03-08,Marketing,5,5,5,5,10,""
378,EMP032,2025-03-08,Sales,3,3,3,3,6,"Biasa."
379,EMP012,2025-03-09,Sales,2,2,3,2,4,"Micromanagement boss."
380,EMP006,2025-03-09,Product,5,4,5,5,9,"On track."
381,EMP025,2025-03-10,Finance,4,4,5,4,9,""
382,EMP030,2025-03-10,Finance,1,1,1,1,1,"I hate it here."
383,EMP018,2025-03-11,Customer Support,4,4,5,2,8,"KPI achievable."
384,EMP040,2025-03-11,Finance,4,4,3,4,7,"Improving process."
385,EMP003,2025-03-12,Marketing,3,3,3,2,5,"Rasa macam robot."
386,EMP023,2025-03-12,Marketing,5,5,5,5,10,"Syukur kerja sini."
387,EMP015,2025-03-13,Finance,4,5,4,3,8,""
388,EMP042,2025-03-13,Sales,2,1,2,1,2,"Mental exhaustion."
389,EMP002,2025-03-14,Sales,5,5,5,5,10,"Best company!"
390,EMP039,2025-03-14,Customer Support,3,3,3,3,6,"Okay la."
391,EMP034,2025-03-15,HR,5,5,5,5,10,"Diversity initiative success."
392,EMP011,2025-03-15,IT,5,5,5,5,10,"Love my job."
393,EMP045,2025-03-16,Finance,3,2,3,2,5,"Process claims lambat."
394,EMP008,2025-03-16,Marketing,4,4,4,4,8,"Quarter closing soon."
395,EMP031,2025-03-17,IT,4,4,4,3,7,"Wifi upgrade needed."
396,EMP026,2025-03-17,Product,5,5,5,5,10,"Team supportive gila."
397,EMP017,2025-03-18,Sales,3,3,3,3,6,"Neutral."
398,EMP037,2025-03-18,Sales,4,4,5,4,8,"Pushing for Q1 target."
399,EMP005,2025-03-19,Finance,5,4,5,5,9,"Semangat!"
400,EMP044,2025-03-19,HR,4,4,4,4,8,"Policy update jelas."
